last,first,name,height,DOB,homeTown,year,team,city,state
Carpenter,Bobo,Bobo Carpenter,5-11,8/16/1996,"North Reading, Massachusetts",2017,BU,North Reading,Massachusetts
Chabot,Gabriel,Gabriel Chabot,5-8,2/14/1998,"Quebec City, Quebec",2017,BU,Quebec City,Quebec
Cloonan,Ryan,Ryan Cloonan,5-10,7/20/1995,"East Longmeadow, Massachusetts",2017,BU,East Longmeadow,Massachusetts
Cockerill,Logan,Logan Cockerill,5-9,3/3/1999,"Brighton, Michigan",2017,BU,Brighton,Michigan
Crone,Hank,Hank Crone,5-9,2/19/1998,"Dallas, Texas",2017,BU,Dallas,Texas
Curry,Patrick,Patrick Curry,5-11,1/9/1996,"Schaumburg, Illinois",2017,BU,Schaumburg,Illinois
Greenway,Jordan,Jordan Greenway,6-5,2/12/1997,"Canton, New York",2017,BU,Canton,New York
Harper,Patrick,Patrick Harper,5-9,7/29/1998,"New Canaan, Connecticut",2017,BU,New Canaan,Connecticut
Melanson,Drew,Drew Melanson,5-11,1/10/1995,"Paramus, New Jersey",2017,BU,Paramus,New Jersey
Olsson,Nikolas,Nikolas Olsson,6-0,6/14/1994,"Escondido, California",2017,BU,Escondido,California
Phelps,Chase,Chase Phelps,6-1,4/26/1996,"Edina, Minnesota",2017,BU,Edina,Minnesota
Tkachuk,Brady,Brady Tkachuk,6-3,9/16/1999,"St. Louis, Missouri",2017,BU,St. Louis,Missouri
Witkowski,Jake,Jake Witkowski,5-10,6/23/1999,"Melrose, Massachusetts",2017,BU,Melrose,Massachusetts
Lynch,Nico,Nico Lynch,5-11,5/9/1998,"Barnstable, Massachusetts",2017,BU,Barnstable,Massachusetts
Oettinger,Jake,Jake Oettinger,6-4,12/18/1998,"Lakeville, Minnesota",2017,BU,Lakeville,Minnesota
Prawdzik,Max,Max Prawdzik,6-3,2/22/1997,"Andover, Massachusetts",2017,BU,Andover,Massachusetts
Blixt,Hugo,Hugo Blixt,6-4,1/2/1998,"Linköping, Sweden",2018,BU,Linköping,Sweden
Crotty,Cam,Cam Crotty,6-2,5/5/1999,"Greely, Ontario",2018,BU,Greely,Ontario
Fabbro,Dante,Dante Fabbro,6-1,6/20/1998,"New Westminster, British Columbia",2018,BU,New Westminster,British Columbia
Farrance,David,David Farrance,6-0,6/23/1999,"Victor, New York",2018,BU,Victor,New York
Kotkansalo,Kasper,Kasper Kotkansalo,6-3,11/18/1998,"Espoo, Finland",2018,BU,Espoo,Finland
Krys,Chad,Chad Krys,6-0,4/10/1998,"Ridgefield, Connecticut",2018,BU,Ridgefield,Connecticut
Switzer,Shane,Shane Switzer,6-2,11/13/1995,"Bloomfield Hills, Michigan",2018,BU,Bloomfield Hills,Michigan
Amonte,Ty,Ty Amonte,5-11,1/11/1998,"Norwell, Massachusetts",2018,BU,Norwell,Massachusetts
Bowers,Shane,Shane Bowers,6-2,7/30/1999,"Halifax, Nova Scotia",2018,BU,Halifax,Nova Scotia
Carpenter,Bobo,Bobo Carpenter,5-11,8/16/1996,"North Reading, Massachusetts",2018,BU,North Reading,Massachusetts
Chabot,Gabriel,Gabriel Chabot,5-8,2/14/1998,"Quebec City, Quebec",2018,BU,Quebec City,Quebec
Cheremeta,Mark,Mark Cheremeta,5-11,7/12/1999,"Parkland, Florida",2018,BU,Parkland,Florida
Cloonan,Ryan,Ryan Cloonan,5-10,7/20/1995,"East Longmeadow, Massachusetts",2018,BU,East Longmeadow,Massachusetts
Cockerill,Logan,Logan Cockerill,5-9,3/3/1999,"Brighton, Michigan",2018,BU,Brighton,Michigan
Curry,Patrick,Patrick Curry,6-0,1/9/1996,"Schaumburg, Illinois",2018,BU,Schaumburg,Illinois
DeBoer,Jack,Jack DeBoer,6-3,8/17/2000,"Madison, New Jersey",2018,BU,Madison,New Jersey
Farabee,Joel,Joel Farabee,6-1,2/25/2000,"Cicero, New York",2018,BU,Cicero,New York
Harper,Patrick,Patrick Harper,5-9,7/29/1998,"New Canaan, Connecticut",2018,BU,New Canaan,Connecticut
Quercia,Matthew,Matthew Quercia,6-3,2/24/1999,"Andover, Massachusetts",2018,BU,Andover,Massachusetts
Willman,Max,Max Willman,6-0,2/13/1995,"Barnstable, Massachusetts",2018,BU,Barnstable,Massachusetts
Wise,Jake,Jake Wise,5-11,2/28/2000,"Reading, Massachusetts",2018,BU,Reading,Massachusetts
Witkowski,Jake,Jake Witkowski,5-10,6/23/1999,"Melrose, Massachusetts",2018,BU,Melrose,Massachusetts
Lynch,Nico,Nico Lynch,5-11,5/9/1998,"Barnstable, Massachusetts",2018,BU,Barnstable,Massachusetts
Oettinger,Jake,Jake Oettinger,6-5,12/18/1998,"Lakeville, Minnesota",2018,BU,Lakeville,Minnesota
Prawdzik,Max,Max Prawdzik,6-3,2/22/1997,"Andover, Massachusetts",2018,BU,Andover,Massachusetts
Purpura,Vinnie,Vinnie Purpura,6-3 ,10/29/1998,"Lemont, Illinois",2018,BU,Lemont,Illinois
Blixt,Hugo,Hugo Blixt,6-4,1/2/1998,"Linköping, Sweden",2019,BU,Linköping,Sweden
Crotty,Cam,Cam Crotty,6-2,5/5/1999,"Greely, Ontario",2019,BU,Greely,Ontario
Driscoll,Sean,Sean Driscoll,6-2,7/2/1998,"Mequon, Wisconsin",2019,BU,Mequon,Wisconsin
Farrance,David,David Farrance,6-0,6/23/1999,"Victor, New York",2019,BU,Victor,New York
Fensore,Domenick,Domenick Fensore,5-7,9/7/2001,"Thornwood, New York",2019,BU,Thornwood,New York
Kotkansalo,Kasper,Kasper Kotkansalo,6-3,11/18/1998,"Espoo, Finland",2019,BU,Espoo,Finland
McCarthy,Case,Case McCarthy,6-1 ,1/9/2001,"Clarence Center, New York",2019,BU,Clarence Center,New York
Vlasic,Alex,Alex Vlasic,6-6,6/5/2001,"Wilmette, Illinois",2019,BU,Wilmette,Illinois
Amonte,Ty,Ty Amonte,5-11,1/11/1998,"Norwell, Massachusetts",2019,BU,Norwell,Massachusetts
Armstrong,Jamie,Jamie Armstrong,6-2,8/7/1998,"Warwick, Rhode Island",2019,BU,Warwick,Rhode Island
Boguslavsky,Markus,Markus Boguslavsky,6-1,5/15/1999,"Calgary, Alberta",2019,BU,Calgary,Alberta
Brink,Alex,Alex Brink,6-0,6/12/1994,"Hamilton, New York",2019,BU,Hamilton,New York
Chabot,Gabriel,Gabriel Chabot,5-8,2/14/1998,"Quebec City, Quebec",2019,BU,Quebec City,Quebec
Cockerill,Logan,Logan Cockerill,5-9,3/3/1999,"Brighton, Michigan",2019,BU,Brighton,Michigan
Copeland,John,John Copeland,6-6,3/3/1999,"Wellesley, Massachusetts",2019,BU,Wellesley,Massachusetts
Curry,Patrick,Patrick Curry,6-0,1/9/1996,"Schaumburg, Illinois",2019,BU,Schaumburg,Illinois
DeBoer,Jack,Jack DeBoer,6-3,8/17/2000,"Madison, New Jersey",2019,BU,Madison,New Jersey
Harper,Patrick,Patrick Harper,5-9,7/29/1998,"New Canaan, Connecticut",2019,BU,New Canaan,Connecticut
Mastrosimone,Robert,Robert Mastrosimone,5-10,1/24/2001,"East Islip, New York",2019,BU,East Islip,New York
Phillips,Ethan,Ethan Phillips,5-9,5/7/2001,"Dartmouth, Nova Scotia",2019,BU,Dartmouth,Nova Scotia
Quercia,Matthew,Matthew Quercia,6-3,2/24/1999,"Andover, Massachusetts",2019,BU,Andover,Massachusetts
Skoog,Wilmer,Wilmer Skoog,6-2,7/17/1999,"Tyresö, Sweden",2019,BU,Tyresö,Sweden
Stevens,Sam,Sam Stevens,6-1,4/27/2000,"Montreal, Quebec",2019,BU,Montreal,Quebec
Wise,Jake,Jake Wise,5-11,2/28/2000,"Reading, Massachusetts",2019,BU,Reading,Massachusetts
Witkowski,Jake,Jake Witkowski,5-10,6/23/1999,"Melrose, Massachusetts",2019,BU,Melrose,Massachusetts
Zegras,Trevor,Trevor Zegras,6-0,3/20/2001,"Bedford, New York",2019,BU,Bedford,New York
Abel,Ashton,Ashton Abel,6-0,10/22/1999,"Fort McMurray, Alberta",2019,BU,Fort McMurray,Alberta
Lynch,Nico,Nico Lynch,5-11,5/9/1998,"Barnstable, Massachusetts",2019,BU,Barnstable,Massachusetts
Purpura,Vinnie,Vinnie Purpura,6-6,10/29/1998,"Lemont, Illinois",2019,BU,Lemont,Illinois
Tucker,Sam,Sam Tucker,6-2,4/16/1996,"Wilton, Connecticut",2019,BU,Wilton,Connecticut
Campolieto,Joseph,Joseph Campolieto,6-0,4/29/1998,"Eynon, Pennsylvania",2020,BU,Eynon,Pennsylvania
Driscoll,Sean,Sean Driscoll,6-2,7/2/1998,"Mequon, Wisconsin",2020,BU,Mequon,Wisconsin
Farrance,David,David Farrance,6-0,6/23/1999,"Victor, New York",2020,BU,Victor,New York
Fensore,Domenick,Domenick Fensore,5-7,9/7/2001,"Thornwood, New York",2020,BU,Thornwood,New York
Jarman,Thomas,Thomas Jarman,6-3,4/9/2001,"Gibsonia, Pennsylvania",2020,BU,Gibsonia,Pennsylvania
McCarthy,Case,Case McCarthy,6-1 ,1/9/2001,"Clarence Center, New York",2020,BU,Clarence Center,New York
Vlasic,Alex,Alex Vlasic,6-6,6/5/2001,"Wilmette, Illinois",2020,BU,Wilmette,Illinois
Webber,Cade,Cade Webber,6-7,1/5/2001,"Meadville, Pennsylvania",2020,BU,Meadville,Pennsylvania
Amonte,Ty,Ty Amonte,5-11,1/11/1998,"Norwell, Massachusetts",2020,BU,Norwell,Massachusetts
Armstrong,Jamie,Jamie Armstrong,6-2,8/7/1998,"Warwick, Rhode Island",2020,BU,Warwick,Rhode Island
Boguslavsky,Markus,Markus Boguslavsky,6-1,5/15/1999,"Calgary, Alberta",2020,BU,Calgary,Alberta
Cockerill,Logan,Logan Cockerill,5-9,3/3/1999,"Brighton, Michigan",2020,BU,Brighton,Michigan
Copeland,John,John Copeland,6-6,3/3/1999,"Wellesley, Massachusetts",2020,BU,Wellesley,Massachusetts
DeBoer,Jack,Jack DeBoer,6-3,8/17/2000,"Madison, New Jersey",2020,BU,Madison,New Jersey
Kaufman,Max,Max Kaufman,5-8,6/26/1996,"Rochester, New York",2020,BU,Rochester,New York
Mastrosimone,Robert,Robert Mastrosimone,5-10,1/24/2001,"East Islip, New York",2020,BU,East Islip,New York
O'Brien,Jay,Jay O'Brien,6-0,11/4/1999,"Hingham, Massachusetts",2020,BU,Hingham,Massachusetts
Peterson,Dylan,Dylan Peterson,6-4,1/8/2002,"Roseville, California",2020,BU,Roseville,California
Phillips,Ethan,Ethan Phillips,5-9,5/7/2001,"Dartmouth, Nova Scotia",2020,BU,Dartmouth,Nova Scotia
Quercia,Matthew,Matthew Quercia,6-3,2/24/1999,"Andover, Massachusetts",2020,BU,Andover,Massachusetts
Skoog,Wilmer,Wilmer Skoog,6-2,7/17/1999,"Tyresö, Sweden",2020,BU,Tyresö,Sweden
Stevens,Sam,Sam Stevens,6-1,4/27/2000,"Montreal, Quebec",2020,BU,Montreal,Quebec
Tuch,Luke,Luke Tuch,6-2,3/7/2002,"Baldwinsville, New York",2020,BU,Baldwinsville,New York
Wise,Jake,Jake Wise,5-11,2/28/2000,"Reading, Massachusetts",2020,BU,Reading,Massachusetts
Witkowski,Jake,Jake Witkowski,5-10,6/23/1999,"Melrose, Massachusetts",2020,BU,Melrose,Massachusetts
Zabaneh,Nick,Nick Zabaneh,5-10,3/27/2001,"Toronto, Ontario",2020,BU,Toronto,Ontario
Abel,Ashton,Ashton Abel,6-0,10/22/1999,"Fort McMurray, Alberta",2020,BU,Fort McMurray,Alberta
Commesso,Drew,Drew Commesso,6-2,7/19/2002,"Norwell, Massachusetts",2020,BU,Norwell,Massachusetts
Duplessis,Vinny,Vinny Duplessis,6-1,3/19/1999,"Quebec City, Quebec",2020,BU,Quebec City,Quebec
Campolieto,Joseph,Joseph Campolieto,6-0,4/29/1998,"Eynon, Pennsylvania",2021,BU,Eynon,Pennsylvania
Driscoll,Sean,Sean Driscoll,6-2,7/2/1998,"Mequon, Wisconsin",2021,BU,Mequon,Wisconsin
Fensore,Domenick,Domenick Fensore,5-7,9/7/2001,"Thornwood, New York",2021,BU,Thornwood,New York
Gallagher,Ty,Ty Gallagher,6-0,3/6/2003,"Clarkston, Michigan",2021,BU,Clarkston,Michigan
Jarman,Thomas,Thomas Jarman,6-3,4/9/2001,"Gibsonia, Pennsylvania",2021,BU,Gibsonia,Pennsylvania
McCarthy,Case,Case McCarthy,6-1,1/9/2001,"Clarence Center, New York",2021,BU,Clarence Center,New York
Page,Jack,Jack Page,6-4,11/27/2001,"West Chester, Pennsylvania",2021,BU,West Chester,Pennsylvania
Vlasic,Alex,Alex Vlasic,6-6,6/5/2001,"Wilmette, Illinois",2021,BU,Wilmette,Illinois
Webber,Cade,Cade Webber,6-7,1/5/2001,"Meadville, Pennsylvania",2021,BU,Meadville,Pennsylvania
Amonte,Ty,Ty Amonte,5-11,1/11/1998,"Norwell, Massachusetts",2021,BU,Norwell,Massachusetts
Amonte,Tristan,Tristan Amonte,6-0,2/1/2000,"Norwell, Massachusetts",2021,BU,Norwell,Massachusetts
Armstrong,Jamie,Jamie Armstrong,6-2,8/7/1998,"Warwick, Rhode Island",2021,BU,Warwick,Rhode Island
Boguslavsky,Markus,Markus Boguslavsky,6-1,5/15/1999,"Calgary, Alberta",2021,BU,Calgary,Alberta
Brown,Matt,Matt Brown,5-9,8/9/1999,"Wood Ridge, New Jersey",2021,BU,Wood Ridge,New Jersey
Carrabes,Brian,Brian Carrabes,5-10,8/1/2001,"North Andover, Massachusetts",2021,BU,North Andover,Massachusetts
Cockerill,Logan,Logan Cockerill,5-9,3/3/1999,"Brighton, Michigan",2021,BU,Brighton,Michigan
Copeland,John,John Copeland,6-6,3/3/1999,"Wellesley, Massachusetts",2021,BU,Wellesley,Massachusetts
Kaufman,Max,Max Kaufman,5-8,6/26/1996,"Rochester, New York",2021,BU,Rochester,New York
Mastrosimone,Robert,Robert Mastrosimone,5-10,1/24/2001,"East Islip, New York",2021,BU,East Islip,New York
O'Brien,Jay,Jay O'Brien,6-0,11/4/1999,"Hingham, Massachusetts",2021,BU,Hingham,Massachusetts
Peterson,Dylan,Dylan Peterson,6-4,1/8/2002,"Roseville, California",2021,BU,Roseville,California
Phillips,Ethan,Ethan Phillips,5-9,5/7/2001,"Dartmouth, Nova Scotia",2021,BU,Dartmouth,Nova Scotia
Skoog,Wilmer,Wilmer Skoog,6-2,7/17/1999,"Tyresö, Sweden",2021,BU,Tyresö,Sweden
Stevens,Sam,Sam Stevens,6-1,4/27/2000,"Montreal, Quebec",2021,BU,Montreal,Quebec
Tuch,Luke,Luke Tuch,6-2,3/7/2002,"Baldwinsville, New York",2021,BU,Baldwinsville,New York
Zabaneh,Nick,Nick Zabaneh,5-10,3/27/2001,"Toronto, Ontario",2021,BU,Toronto,Ontario
Abel,Ashton,Ashton Abel,6-0,10/22/1999,"Fort McMurray, Alberta",2021,BU,Fort McMurray,Alberta
Commesso,Drew,Drew Commesso,6-2,7/19/2002,"Norwell, Massachusetts",2021,BU,Norwell,Massachusetts
Duplessis,Vinny,Vinny Duplessis,6-1,3/19/1999,"Quebec City, Quebec",2021,BU,Quebec City,Quebec
Driscoll,Sean,Sean Driscoll,6-2,7/2/1998,"Mequon, Wisconsin",2022,BU,Mequon,Wisconsin
Fensore,Domenick,Domenick Fensore,5-7,9/7/2001,"Thornwood, New York",2022,BU,Thornwood,New York
Gallagher,Ty,Ty Gallagher,6-0,3/6/2003,"Clarkston, Michigan",2022,BU,Clarkston,Michigan
Getz,Lachlan,Lachlan Getz,6-3,2/1/2002,"Northfield, Illinois",2022,BU,Northfield,Illinois
Hutson,Lane,Lane Hutson,5-9,2/14/2004,"North Barrington, Illinois",2022,BU,North Barrington,Illinois
Jarman,Thomas,Thomas Jarman,6-3,4/9/2001,"Gibsonia, Pennsylvania",2022,BU,Gibsonia,Pennsylvania
McCarthy,Case,Case McCarthy,6-1,1/9/2001,"Clarence Center, New York",2022,BU,Clarence Center,New York
Page,Jack,Jack Page,6-4,11/27/2001,"West Chester, Pennsylvania",2022,BU,West Chester,Pennsylvania
Webber,Cade,Cade Webber,6-7,1/5/2001,"Meadville, Pennsylvania",2022,BU,Meadville,Pennsylvania
Amonte,Tristan,Tristan Amonte,6-0,2/1/2000,"Norwell, Massachusetts",2022,BU,Norwell,Massachusetts
Armstrong,Jamie,Jamie Armstrong,6-2,8/7/1998,"Warwick, Rhode Island",2022,BU,Warwick,Rhode Island
Brown,Matt,Matt Brown,5-9,8/9/1999,"Wood Ridge, New Jersey",2022,BU,Wood Ridge,New Jersey
Carrabes,Brian,Brian Carrabes,5-10,8/1/2001,"North Andover, Massachusetts",2022,BU,North Andover,Massachusetts
Copeland,John,John Copeland,6-6,3/3/1999,"Wellesley, Massachusetts",2022,BU,Wellesley,Massachusetts
Greene,Ryan,Ryan Greene,6-1,10/21/2003,"Paradise, Newfoundland and Labrador",2022,BU,Paradise,Newfoundland and Labrador
Hutson,Quinn,Quinn Hutson,5-10,1/1/2002,"North Barrington, Illinois",2022,BU,North Barrington,Illinois
Kaplan,Devin,Devin Kaplan,6-3,1/10/2004,"Bridgewater, New Jersey",2022,BU,Bridgewater,New Jersey
O'Brien,Jay,Jay O'Brien,6-0,11/4/1999,"Hingham, Massachusetts",2022,BU,Hingham,Massachusetts
Peterson,Dylan,Dylan Peterson,6-4,1/8/2002,"Roseville, California",2022,BU,Roseville,California
Phillips,Ethan,Ethan Phillips,5-9,5/7/2001,"Dartmouth, Nova Scotia",2022,BU,Dartmouth,Nova Scotia
Skoog,Wilmer,Wilmer Skoog,6-2,7/17/1999,"Tyresö, Sweden",2022,BU,Tyresö,Sweden
Stevens,Sam,Sam Stevens,6-1,4/27/2000,"Montreal, Quebec",2022,BU,Montreal,Quebec
Tuch,Luke,Luke Tuch,6-2,3/7/2002,"Baldwinsville, New York",2022,BU,Baldwinsville,New York
Wilmer,Jeremy,Jeremy Wilmer,5-8,8/16/2003,"Rockville Centre, New York",2022,BU,Rockville Centre,New York
Zabaneh,Nick,Nick Zabaneh,5-10,3/27/2001,"Toronto, Ontario",2022,BU,Toronto,Ontario
Commesso,Drew,Drew Commesso,6-2,7/19/2002,"Norwell, Massachusetts",2022,BU,Norwell,Massachusetts
Duplessis,Vinny,Vinny Duplessis,6-1,3/19/1999,"Quebec City, Quebec",2022,BU,Quebec City,Quebec
Schena,Patrick,Patrick Schena,6-1,1/13/1998,"Andover, Massachusetts",2022,BU,Andover,Massachusetts
Celebrini,Aiden,Aiden Celebrini,6-1,10/26/2004,"Vancouver, British Columbia",2023,BU,Vancouver,British Columbia
Frechette,Mick,Mick Frechette,6-2,10/27/2003,"Weston, Massachusetts",2023,BU,Weston,Massachusetts
Gallagher,Ty,Ty Gallagher,6-0,3/6/2003,"Clarkston, Michigan",2023,BU,Clarkston,Michigan
Hutson,Lane,Lane Hutson,5-10,2/14/2004,"North Barrington, Illinois",2023,BU,North Barrington,Illinois
Jarman,Thomas,Thomas Jarman,6-3,4/9/2001,"Gibsonia, Pennsylvania",2023,BU,Gibsonia,Pennsylvania
McCarthy,Case,Case McCarthy,6-1,1/9/2001,"Clarence Center, New York",2023,BU,Clarence Center,New York
McCarthy,Gavin,Gavin McCarthy,6-2,6/2/2005,"Clarence Center, New York",2023,BU,Clarence Center,New York
Page,Jack,Jack Page,6-4,11/27/2001,"West Chester, Pennsylvania",2023,BU,West Chester,Pennsylvania
Webber,Cade,Cade Webber,6-7,1/5/2001,"Meadville, Pennsylvania",2023,BU,Meadville,Pennsylvania
Willander,Tom,Tom Willander,6-1,2/9/2005,"Stockholm, Sweden",2023,BU,Stockholm,Sweden
Amonte,Tristan,Tristan Amonte,6-0,2/1/2000,"Norwell, Massachusetts",2023,BU,Norwell,Massachusetts
Celebrini,Macklin,Macklin Celebrini,6-0,6/13/2006,"Vancouver, British Columbia",2023,BU,Vancouver,British Columbia
Gorton,Jack,Jack Gorton,6-3,2/13/2002,"New York, New York",2023,BU,New York,New York
Greene,Ryan,Ryan Greene,6-1,10/21/2003,"Paradise, Newfoundland and Labrador",2023,BU,Paradise,Newfoundland and Labrador
Grimes,Doug,Doug Grimes,6-3,4/18/2002,"Brookline, Massachusetts",2023,BU,Brookline,Massachusetts
Harvey,Jack,Jack Harvey,5-10,3/31/2003,"Stacy, Minnesota",2023,BU,Stacy,Minnesota
Hughes,Jack,Jack Hughes,6-0,11/2/2003,"Westwood, Massachusetts",2023,BU,Westwood,Massachusetts
Hutson,Quinn,Quinn Hutson,5-11,1/1/2002,"North Barrington, Illinois",2023,BU,North Barrington,Illinois
Kaplan,Devin,Devin Kaplan,6-3,1/10/2004,"Bridgewater, New Jersey",2023,BU,Bridgewater,New Jersey
Lachance,Shane,Shane Lachance,6-5,8/30/2003,"Andover, Massachusetts",2023,BU,Andover,Massachusetts
Peterson,Dylan,Dylan Peterson,6-4,1/8/2002,"Roseville, California",2023,BU,Roseville,California
Stevens,Sam,Sam Stevens,6-1,4/27/2000,"Montreal, Quebec",2023,BU,Montreal,Quebec
Tuch,Luke,Luke Tuch,6-2,3/7/2002,"Baldwinsville, New York",2023,BU,Baldwinsville,New York
Wilmer,Jeremy,Jeremy Wilmer,5-8,8/16/2003,"Rockville Centre, New York",2023,BU,Rockville Centre,New York
Zabaneh,Nick,Nick Zabaneh,5-10,3/27/2001,"Toronto, Ontario",2023,BU,Toronto,Ontario
Caron,Mathieu,Mathieu Caron,6-0,3/29/2000,"Abbotsford, British Columbia",2023,BU,Abbotsford,British Columbia
Graham,Henry,Henry Graham,6-0,7/25/2000,"New York, New York",2023,BU,New York,New York
Howard,Nick,Nick Howard,6-0,2/1/1998,"Burlington, Massachusetts",2023,BU,Burlington,Massachusetts
Lacroix,Max,Max Lacroix,6-0,12/13/2003,"Denver, Colorado",2023,BU,Denver,Colorado
Boumedienne,Sascha,Sascha Boumedienne,6-2,1/17/2007,"Stockholm, Sweden",2024,BU,Stockholm,Sweden
Celebrini,Aiden,Aiden Celebrini,6-1,10/26/2004,"Vancouver, British Columbia",2024,BU,Vancouver,British Columbia
Engum,Brehdan,Brehdan Engum,6-3,8/10/2000,"Burnsville, Minnesota",2024,BU,Burnsville,Minnesota
Frechette,Mick,Mick Frechette,6-2,10/27/2003,"Weston, Massachusetts",2024,BU,Weston,Massachusetts
Hutson,Cole,Cole Hutson,5-10,6/28/2006,"Chicago, Illinois",2024,BU,Chicago,Illinois
McCarthy,Gavin,Gavin McCarthy,6-2,6/2/2005,"Clarence Center, New York",2024,BU,Clarence Center,New York
Page,Jack,Jack Page,6-4,11/27/2001,"West Chester, Pennsylvania",2024,BU,West Chester,Pennsylvania
Willander,Tom,Tom Willander,6-1,2/9/2005,"Stockholm, Sweden",2024,BU,Stockholm,Sweden
Amonte,Tristan,Tristan Amonte,6-0,2/1/2000,"Norwell, Massachusetts",2024,BU,Norwell,Massachusetts
Bednarik,Kamil,Kamil Bednarik,6-1,5/26/2006,"Elmhurst, Illinois",2024,BU,Elmhurst,Illinois
Copponi,Matt,Matt Copponi,5-11,6/4/2003,"Mansfield, Massachusetts",2024,BU,Mansfield,Massachusetts
Eiserman,Cole,Cole Eiserman,6-0,8/29/2006,"Newburyport, Massachusetts",2024,BU,Newburyport,Massachusetts
Gorton,Jack,Jack Gorton,6-3,2/13/2002,"New York, New York",2024,BU,New York,New York
Greene,Ryan,Ryan Greene,6-1,10/21/2003,"Paradise, Newfoundland and Labrador",2024,BU,Paradise,Newfoundland and Labrador
Grimes,Doug,Doug Grimes,6-3,4/18/2002,"Brookline, Massachusetts",2024,BU,Brookline,Massachusetts
Harvey,Jack,Jack Harvey,5-10,3/31/2003,"Stacy, Minnesota",2024,BU,Stacy,Minnesota
Hughes,Jack,Jack Hughes,6-0,11/2/2003,"Westwood, Massachusetts",2024,BU,Westwood,Massachusetts
Hutson,Quinn,Quinn Hutson,5-11,1/1/2002,"North Barrington, Illinois",2023,BU,North Barrington,Illinois
Kaplan,Devin,Devin Kaplan,6-3,1/10/2004,"Bridgewater, New Jersey",2024,BU,Bridgewater,New Jersey
Lachance,Shane,Shane Lachance,6-5,8/30/2003,"Andover, Massachusetts",2024,BU,Andover,Massachusetts
Roukounakis,Nick,Nick Roukounakis,6-2,9/8/2003,"Pembroke, Massachusetts",2024,BU,Pembroke,Massachusetts
Svoboda,Brandon,Brandon Svoboda,6-3,2/4/2005,"Pittsburgh, Pennsylvania",2024,BU,Pittsburgh,Pennsylvania
Zetterberg,Alexander,Alexander Zetterberg,5-8,4/27/2006,"Sundsvall, Sweden",2024,BU,Sundsvall,Sweden
Caron,Mathieu,Mathieu Caron,6-0,3/29/2000,"Abbotsford, British Columbia",2024,BU,Abbotsford,British Columbia
Girard,Billy,Billy Girard,6-1,1/27/1999,"Boca Raton, Florida",2024,BU,Boca Raton,Florida
Lacroix,Max,Max Lacroix,6-0,12/13/2003,"Denver, Colorado",2024,BU,Denver,Colorado
Yegorov,Mikhail,Mikhail Yegorov,6-5,3/7/2006,"St. Petersburg, Russia",2024,BU,St. Petersburg,Russia
Amico,Carter,Carter Amico,6-5,3/15/2007,"Westbrook, Maine",2025,BU,Westbrook,Maine
Boumedienne,Sascha,Sascha Boumedienne,6-2,1/17/2007,"Stockholm, Sweden",2025,BU,Stockholm,Sweden
Celebrini,Aiden,Aiden Celebrini,6-1,10/26/2004,"Vancouver, British Columbia",2025,BU,Vancouver,British Columbia
Frechette,Mick,Mick Frechette,6-2,10/27/2003,"Weston, Massachusetts",2025,BU,Weston,Massachusetts
Hutson,Cole,Cole Hutson,5-10,6/28/2006,"Chicago, Illinois",2025,BU,Chicago,Illinois
Kim,Kyle,Kyle Kim,6-2,1/6/2005,"Seoul, South Korea",2025,BU,Seoul,South Korea
McCarthy,Gavin,Gavin McCarthy,6-2,6/2/2005,"Clarence Center, New York",2025,BU,Clarence Center,New York
Souligny,Aidan,Aidan Souligny,6-3,1/2/2006,"Navan, Ontario",2025,BU,Navan,Ontario
Trethewey,Charlie,Charlie Trethewey,6-2,8/2/2007,"Woodbine, Maryland",2025,BU,Woodbine,Maryland
Vass,Malte,Malte Vass,6-2,3/28/2007,"Karlstad, Sweden",2025,BU,Karlstad,Sweden
Wang,Haoxi,Haoxi Wang,6-6,7/27/2007,"Beijing, China",2025,BU,Beijing,China
Willander,Tom,Tom Willander,6-1,2/9/2005,"Stockholm, Sweden",2025,BU,Stockholm,Sweden
Bednarik,Kamil,Kamil Bednarik,6-1,5/26/2006,"Elmhurst, Illinois",2025,BU,Elmhurst,Illinois
Boisvert,Sacha,Sacha Boisvert,6-2,3/17/2006,"Trois-Rivières, Quebec",2025,BU,Trois-Rivières,Quebec
Eiserman,Cole,Cole Eiserman,6-0,8/29/2006,"Newburyport, Massachusetts",2025,BU,Newburyport,Massachusetts
Feldberg,Jay,Jay Feldberg,6-0,2/21/2006,"Toronto, Ontario",2025,BU,Toronto,Ontario
Fondrk,Conrad,Conrad Fondrk,6-0,6/1/2007,"White Bear Lake, Minnesota",2025,BU,White Bear Lake,Minnesota
Harvey,Jack,Jack Harvey,5-10,3/31/2003,"Stacy, Minnesota",2025,BU,Stacy,Minnesota
McLaughlin,Owen,Owen McLaughlin,6-0,3/25/2003,"Spring City, Pennsylvania",2025,BU,Spring City,Pennsylvania
McNelis,John,John McNelis,5-10,1/8/2006,"Potomac, Maryland",2025,BU,Potomac,Maryland
Merrill,Ben,Ben Merrill,6-4,11/4/2005,"Hingham, Massachusetts",2025,BU,Hingham,Massachusetts
Morello,Jonathan,Jonathan Morello,6-1,7/31/2006,"Toronto, Ontario",2025,BU,Toronto,Ontario
Murtagh,Jack,Jack Murtagh,6-1,8/22/2007,"East Greenbush, New York",2025,BU,East Greenbush,New York
